Season,Teams,Date,Stadium,Time
IPL 2013,"SUNRISERS HYDERABAD vs PUNJAB KINGS, 25th Match","Apr 19, Fri","Rajiv Gandhi International Stadium, Hyderabad",8:00 PM
IPL 2013,"KOLKATA KNIGHT RIDERS vs CHENNAI SUPER KINGS, 26th Match","Apr 20, Sat","Eden Gardens, Kolkata",4:00 PM
IPL 2013,"ROYAL CHALLENGERS BENGALURU vs RAJASTHAN ROYALS, 27th Match",,"M.Chinnaswamy Stadium, Bengaluru",8:00 PM
IPL 2013,"DELHI CAPITALS vs MUMBAI INDIANS, 28th Match","Apr 21, Sun","Arun Jaitley Stadium, Delhi",4:00 PM
IPL 2013,"PUNJAB KINGS vs PUNE WARRIORS, 29th Match",,"Punjab Cricket Association IS Bindra Stadium, Mohali",8:00 PM
IPL 2013,"CHENNAI SUPER KINGS vs RAJASTHAN ROYALS, 30th Match","Apr 22, Mon","MA Chidambaram Stadium, Chennai",8:00 PM
IPL 2013,"ROYAL CHALLENGERS BENGALURU vs PUNE WARRIORS, 31st Match","Apr 23, Tue","M.Chinnaswamy Stadium, Bengaluru",4:00 PM
IPL 2013,"DELHI CAPITALS vs PUNJAB KINGS, 32nd Match",,"Arun Jaitley Stadium, Delhi",8:00 PM
IPL 2013,"KOLKATA KNIGHT RIDERS vs MUMBAI INDIANS, 33rd Match","Apr 24, Wed","Eden Gardens, Kolkata",8:00 PM
IPL 2013,"CHENNAI SUPER KINGS vs SUNRISERS HYDERABAD, 34th Match","Apr 25, Thu","MA Chidambaram Stadium, Chennai",8:00 PM
IPL 2013,"KOLKATA KNIGHT RIDERS vs PUNJAB KINGS, 35th Match","Apr 26, Fri","Eden Gardens, Kolkata",8:00 PM
IPL 2013,"RAJASTHAN ROYALS vs SUNRISERS HYDERABAD, 36th Match","Apr 27, Sat","Sawai Mansingh Stadium, Jaipur",4:00 PM
IPL 2013,"MUMBAI INDIANS vs ROYAL CHALLENGERS BENGALURU, 37th Match",,"Wankhede Stadium, Mumbai",8:00 PM
IPL 2013,"CHENNAI SUPER KINGS vs KOLKATA KNIGHT RIDERS, 38th Match","Apr 28, Sun","MA Chidambaram Stadium, Chennai",4:00 PM
IPL 2013,"DELHI CAPITALS vs PUNE WARRIORS, 39th Match",,"Shaheed Veer Narayan Singh International Stadium, Raipur",8:00 PM
IPL 2013,"RAJASTHAN ROYALS vs ROYAL CHALLENGERS BENGALURU, 40th Match","Apr 29, Mon","Sawai Mansingh Stadium, Jaipur",4:00 PM
IPL 2013,"MUMBAI INDIANS vs PUNJAB KINGS, 41st Match",,"Wankhede Stadium, Mumbai",8:00 PM
IPL 2013,"PUNE WARRIORS vs CHENNAI SUPER KINGS, 42nd Match","Apr 30, Tue","Maharashtra Cricket Association Stadium, Pune",8:00 PM
IPL 2013,"SUNRISERS HYDERABAD vs MUMBAI INDIANS, 43rd Match","May 01, Wed","Rajiv Gandhi International Stadium, Hyderabad",4:00 PM
IPL 2013,"DELHI CAPITALS vs KOLKATA KNIGHT RIDERS, 44th Match",,"Shaheed Veer Narayan Singh International Stadium, Raipur",8:00 PM
IPL 2013,"CHENNAI SUPER KINGS vs PUNJAB KINGS, 45th Match","May 02, Thu","MA Chidambaram Stadium, Chennai",4:00 PM
IPL 2013,"PUNE WARRIORS vs ROYAL CHALLENGERS BENGALURU, 46th Match",,"Maharashtra Cricket Association Stadium, Pune",8:00 PM
IPL 2013,"KOLKATA KNIGHT RIDERS vs RAJASTHAN ROYALS, 47th Match","May 03, Fri","Eden Gardens, Kolkata",8:00 PM
IPL 2013,"SUNRISERS HYDERABAD vs DELHI CAPITALS, 48th Match","May 04, Sat","Rajiv Gandhi International Stadium, Hyderabad",8:00 PM
IPL 2013,"MUMBAI INDIANS vs CHENNAI SUPER KINGS, 49th Match","May 05, Sun","Wankhede Stadium, Mumbai",4:00 PM
IPL 2013,"RAJASTHAN ROYALS vs PUNE WARRIORS, 50th Match",,"Sawai Mansingh Stadium, Jaipur",8:00 PM
IPL 2013,"PUNJAB KINGS vs ROYAL CHALLENGERS BENGALURU, 51st Match","May 06, Mon","Punjab Cricket Association IS Bindra Stadium, Mohali",8:00 PM
IPL 2013,"RAJASTHAN ROYALS vs DELHI CAPITALS, 52nd Match","May 07, Tue","Sawai Mansingh Stadium, Jaipur",4:00 PM
IPL 2013,"MUMBAI INDIANS vs KOLKATA KNIGHT RIDERS, 53rd Match",,"Wankhede Stadium, Mumbai",8:00 PM
IPL 2013,"SUNRISERS HYDERABAD vs CHENNAI SUPER KINGS, 54th Match","May 08, Wed","Rajiv Gandhi International Stadium, Hyderabad",8:00 PM
IPL 2013,"PUNJAB KINGS vs RAJASTHAN ROYALS, 55th Match","May 09, Thu","Punjab Cricket Association IS Bindra Stadium, Mohali",4:00 PM
IPL 2013,"PUNE WARRIORS vs KOLKATA KNIGHT RIDERS, 56th Match",,"Maharashtra Cricket Association Stadium, Pune",8:00 PM
IPL 2013,"DELHI CAPITALS vs ROYAL CHALLENGERS BENGALURU, 57th Match","May 10, Fri","Arun Jaitley Stadium, Delhi",8:00 PM
IPL 2013,"PUNE WARRIORS vs MUMBAI INDIANS, 58th Match","May 11, Sat","Maharashtra Cricket Association Stadium, Pune",4:00 PM
IPL 2013,"PUNJAB KINGS vs SUNRISERS HYDERABAD, 59th Match",,"Punjab Cricket Association IS Bindra Stadium, Mohali",8:00 PM
IPL 2013,"KOLKATA KNIGHT RIDERS vs ROYAL CHALLENGERS BENGALURU, 60th Match","May 12, Sun","JSCA International Stadium Complex, Ranchi",4:00 PM
IPL 2013,"RAJASTHAN ROYALS vs CHENNAI SUPER KINGS, 61st Match",,"Sawai Mansingh Stadium, Jaipur",8:00 PM
IPL 2013,"MUMBAI INDIANS vs SUNRISERS HYDERABAD, 62nd Match","May 13, Mon","Wankhede Stadium, Mumbai",8:00 PM
IPL 2013,"ROYAL CHALLENGERS BENGALURU vs PUNJAB KINGS, 63rd Match","May 14, Tue","M.Chinnaswamy Stadium, Bengaluru",4:00 PM
IPL 2013,"CHENNAI SUPER KINGS vs DELHI CAPITALS, 64th Match",,"MA Chidambaram Stadium, Chennai",8:00 PM
IPL 2013,"KOLKATA KNIGHT RIDERS vs PUNE WARRIORS, 65th Match","May 15, Wed","JSCA International Stadium Complex, Ranchi",4:00 PM
IPL 2013,"MUMBAI INDIANS vs RAJASTHAN ROYALS, 66th Match",,"Wankhede Stadium, Mumbai",8:00 PM
IPL 2013,"PUNJAB KINGS vs DELHI CAPITALS, 67th Match","May 16, Thu","Himachal Pradesh Cricket Association Stadium, Dharamsala",8:00 PM
IPL 2013,"SUNRISERS HYDERABAD vs RAJASTHAN ROYALS, 68th Match","May 17, Fri","Rajiv Gandhi International Stadium, Hyderabad",8:00 PM
IPL 2013,"PUNJAB KINGS vs MUMBAI INDIANS, 69th Match","May 18, Sat","Himachal Pradesh Cricket Association Stadium, Dharamsala",4:00 PM
IPL 2013,"ROYAL CHALLENGERS BENGALURU vs CHENNAI SUPER KINGS, 70th Match",,"M.Chinnaswamy Stadium, Bengaluru",8:00 PM
IPL 2013,"PUNE WARRIORS vs DELHI CAPITALS, 71st Match","May 19, Sun","Maharashtra Cricket Association Stadium, Pune",4:00 PM
IPL 2013,"SUNRISERS HYDERABAD vs KOLKATA KNIGHT RIDERS, 72nd Match",,"Rajiv Gandhi International Stadium, Hyderabad",8:00 PM
IPL 2013,"CHENNAI SUPER KINGS vs MUMBAI INDIANS, Qualifier 1","May 21, Tue","Arun Jaitley Stadium, Delhi",8:00 PM
IPL 2013,"RAJASTHAN ROYALS vs SUNRISERS HYDERABAD, Eliminator","May 22, Wed","Arun Jaitley Stadium, Delhi",8:00 PM
IPL 2013,"MUMBAI INDIANS vs RAJASTHAN ROYALS, Qualifier 2","May 24, Fri","Eden Gardens, Kolkata",8:00 PM
IPL 2013,"CHENNAI SUPER KINGS vs MUMBAI INDIANS, Final","May 26, Sun","Eden Gardens, Kolkata",8:00 PM
IPL 2013,The Times of India,N/A,N/A,N/A
IPL 2013,The Times of India,N/A,N/A,N/A
IPL 2014,N/A,ALL,N/A,N/A
IPL 2014,N/A,N/A,N/A,N/A
IPL 2014,N/A,N/A,60 T20s . Apr 16 - Jun 02,N/A
IPL 2014,"MUMBAI INDIANS vs KOLKATA KNIGHT RIDERS, 1st Match",,"Sheikh Zayed Stadium, Abu Dhabi",8:00 PM
IPL 2014,N/A,N/A,N/A,N/A
IPL 2014,"MUMBAI INDIANS vs KOLKATA KNIGHT RIDERS, 1st Match","Apr 16, Wed","Sheikh Zayed Stadium, Abu Dhabi",8:00 PM
IPL 2014,"DELHI CAPITALS vs ROYAL CHALLENGERS BENGALURU, 2nd Match","Apr 17, Thu","Sharjah Cricket Stadium, Sharjah",8:00 PM
IPL 2014,"CHENNAI SUPER KINGS vs PUNJAB KINGS, 3rd Match","Apr 18, Fri","Sheikh Zayed Stadium, Abu Dhabi",4:00 PM
IPL 2014,"SUNRISERS HYDERABAD vs RAJASTHAN ROYALS, 4th Match",,"Sheikh Zayed Stadium, Abu Dhabi",8:00 PM
IPL 2014,"ROYAL CHALLENGERS BENGALURU vs MUMBAI INDIANS, 5th Match","Apr 19, Sat","Dubai International Cricket Stadium, Dubai",4:00 PM
IPL 2014,"KOLKATA KNIGHT RIDERS vs DELHI CAPITALS, 6th Match",,"Dubai International Cricket Stadium, Dubai",8:00 PM
IPL 2014,"RAJASTHAN ROYALS vs PUNJAB KINGS, 7th Match","Apr 20, Sun","Sharjah Cricket Stadium, Sharjah",8:00 PM
IPL 2014,"CHENNAI SUPER KINGS vs DELHI CAPITALS, 8th Match","Apr 21, Mon","Sheikh Zayed Stadium, Abu Dhabi",8:00 PM
IPL 2014,"PUNJAB KINGS vs SUNRISERS HYDERABAD, 9th Match","Apr 22, Tue","Sharjah Cricket Stadium, Sharjah",8:00 PM
IPL 2014,"RAJASTHAN ROYALS vs CHENNAI SUPER KINGS, 10th Match","Apr 23, Wed","Dubai International Cricket Stadium, Dubai",8:00 PM
IPL 2014,"ROYAL CHALLENGERS BENGALURU vs KOLKATA KNIGHT RIDERS, 11th Match","Apr 24, Thu","Sharjah Cricket Stadium, Sharjah",8:00 PM
IPL 2014,"SUNRISERS HYDERABAD vs DELHI CAPITALS, 12th Match","Apr 25, Fri","Dubai International Cricket Stadium, Dubai",4:00 PM
IPL 2014,"CHENNAI SUPER KINGS vs MUMBAI INDIANS, 13th Match",,"Dubai International Cricket Stadium, Dubai",8:00 PM
IPL 2014,"RAJASTHAN ROYALS vs ROYAL CHALLENGERS BENGALURU, 14th Match","Apr 26, Sat","Sheikh Zayed Stadium, Abu Dhabi",4:00 PM
IPL 2014,"KOLKATA KNIGHT RIDERS vs PUNJAB KINGS, 15th Match",,"Sheikh Zayed Stadium, Abu Dhabi",8:00 PM
IPL 2014,"DELHI CAPITALS vs MUMBAI INDIANS, 16th Match","Apr 27, Sun","Sharjah Cricket Stadium, Sharjah",4:00 PM
IPL 2014,"SUNRISERS HYDERABAD vs CHENNAI SUPER KINGS, 17th Match",,"Sharjah Cricket Stadium, Sharjah",8:00 PM
IPL 2014,"PUNJAB KINGS vs ROYAL CHALLENGERS BENGALURU, 18th Match","Apr 28, Mon","Dubai International Cricket Stadium, Dubai",8:00 PM
IPL 2014,"KOLKATA KNIGHT RIDERS vs RAJASTHAN ROYALS, 19th Match","Apr 29, Tue","Sheikh Zayed Stadium, Abu Dhabi",8:00 PM
IPL 2014,"MUMBAI INDIANS vs SUNRISERS HYDERABAD, 20th Match","Apr 30, Wed","Dubai International Cricket Stadium, Dubai",8:00 PM
IPL 2014,"CHENNAI SUPER KINGS vs KOLKATA KNIGHT RIDERS, 21st Match","May 02, Fri","JSCA International Stadium Complex, Ranchi",8:00 PM
IPL 2014,"MUMBAI INDIANS vs PUNJAB KINGS, 22nd Match","May 03, Sat","Wankhede Stadium, Mumbai",4:00 PM
IPL 2014,"DELHI CAPITALS vs RAJASTHAN ROYALS, 23rd Match",,"Arun Jaitley Stadium, Delhi",8:00 PM
IPL 2014,"ROYAL CHALLENGERS BENGALURU vs SUNRISERS HYDERABAD, 24th Match","May 04, Sun","M.Chinnaswamy Stadium, Bengaluru",8:00 PM
IPL 2014,"RAJASTHAN ROYALS vs KOLKATA KNIGHT RIDERS, 25th Match","May 05, Mon","Narendra Modi Stadium, Ahmedabad",4:00 PM
IPL 2014,"DELHI CAPITALS vs CHENNAI SUPER KINGS, 26th Match",,"Arun Jaitley Stadium, Delhi",8:00 PM
IPL 2014,"MUMBAI INDIANS vs ROYAL CHALLENGERS BENGALURU, 27th Match","May 06, Tue","Wankhede Stadium, Mumbai",8:00 PM
IPL 2014,"DELHI CAPITALS vs KOLKATA KNIGHT RIDERS, 28th Match","May 07, Wed","Arun Jaitley Stadium, Delhi",4:00 PM
IPL 2014,"PUNJAB KINGS vs CHENNAI SUPER KINGS, 29th Match",,"Barabati Stadium, Cuttack",8:00 PM
IPL 2014,"RAJASTHAN ROYALS vs SUNRISERS HYDERABAD, 30th Match","May 08, Thu","Narendra Modi Stadium, Ahmedabad",8:00 PM
IPL 2014,"ROYAL CHALLENGERS BENGALURU vs PUNJAB KINGS, 31st Match","May 09, Fri","M.Chinnaswamy Stadium, Bengaluru",8:00 PM
IPL 2014,"DELHI CAPITALS vs SUNRISERS HYDERABAD, 32nd Match","May 10, Sat","Arun Jaitley Stadium, Delhi",4:00 PM
IPL 2014,"MUMBAI INDIANS vs CHENNAI SUPER KINGS, 33rd Match",,"Wankhede Stadium, Mumbai",8:00 PM
IPL 2014,"PUNJAB KINGS vs KOLKATA KNIGHT RIDERS, 34th Match","May 11, Sun","Barabati Stadium, Cuttack",4:00 PM
IPL 2014,"ROYAL CHALLENGERS BENGALURU vs RAJASTHAN ROYALS, 35th Match",,"M.Chinnaswamy Stadium, Bengaluru",8:00 PM
IPL 2014,"SUNRISERS HYDERABAD vs MUMBAI INDIANS, 36th Match","May 12, Mon","Rajiv Gandhi International Stadium, Hyderabad",8:00 PM
IPL 2014,"CHENNAI SUPER KINGS vs RAJASTHAN ROYALS, 37th Match","May 13, Tue","JSCA International Stadium Complex, Ranchi",4:00 PM
IPL 2014,"ROYAL CHALLENGERS BENGALURU vs DELHI CAPITALS, 38th Match",,"M.Chinnaswamy Stadium, Bengaluru",8:00 PM
IPL 2014,"SUNRISERS HYDERABAD vs PUNJAB KINGS, 39th Match","May 14, Wed","Rajiv Gandhi International Stadium, Hyderabad",4:00 PM
IPL 2014,"KOLKATA KNIGHT RIDERS vs MUMBAI INDIANS, 40th Match",,"Barabati Stadium, Cuttack",8:00 PM
IPL 2014,"RAJASTHAN ROYALS vs DELHI CAPITALS, 41st Match","May 15, Thu","Narendra Modi Stadium, Ahmedabad",8:00 PM
IPL 2014,"CHENNAI SUPER KINGS vs ROYAL CHALLENGERS BENGALURU, 42nd Match","May 18, Sun","JSCA International Stadium Complex, Ranchi",4:00 PM
IPL 2014,"SUNRISERS HYDERABAD vs KOLKATA KNIGHT RIDERS, 43rd Match",,"Rajiv Gandhi International Stadium, Hyderabad",8:00 PM
IPL 2014,"RAJASTHAN ROYALS vs MUMBAI INDIANS, 44th Match","May 19, Mon","Narendra Modi Stadium, Ahmedabad",4:00 PM
IPL 2014,"DELHI CAPITALS vs PUNJAB KINGS, 45th Match",,"Arun Jaitley Stadium, Delhi",8:00 PM
IPL 2014,"SUNRISERS HYDERABAD vs ROYAL CHALLENGERS BENGALURU, 46th Match","May 20, Tue","Rajiv Gandhi International Stadium, Hyderabad",4:00 PM
IPL 2014,"KOLKATA KNIGHT RIDERS vs CHENNAI SUPER KINGS, 47th Match",,"Eden Gardens, Kolkata",8:00 PM
IPL 2014,"PUNJAB KINGS vs MUMBAI INDIANS, 48th Match","May 21, Wed","Punjab Cricket Association IS Bindra Stadium, Mohali",8:00 PM
IPL 2014,"KOLKATA KNIGHT RIDERS vs ROYAL CHALLENGERS BENGALURU, 49th Match","May 22, Thu","Eden Gardens, Kolkata",4:00 PM
IPL 2014,"CHENNAI SUPER KINGS vs SUNRISERS HYDERABAD, 50th Match",,"JSCA International Stadium Complex, Ranchi",8:00 PM
IPL 2014,"MUMBAI INDIANS vs DELHI CAPITALS, 51st Match","May 23, Fri","Wankhede Stadium, Mumbai",4:00 PM
IPL 2014,"PUNJAB KINGS vs RAJASTHAN ROYALS, 52nd Match",,"Punjab Cricket Association IS Bindra Stadium, Mohali",8:00 PM
IPL 2014,"ROYAL CHALLENGERS BENGALURU vs CHENNAI SUPER KINGS, 53rd Match","May 24, Sat","M.Chinnaswamy Stadium, Bengaluru",4:00 PM
IPL 2014,"KOLKATA KNIGHT RIDERS vs SUNRISERS HYDERABAD, 54th Match",,"Eden Gardens, Kolkata",8:00 PM
IPL 2014,"PUNJAB KINGS vs DELHI CAPITALS, 55th Match","May 25, Sun","Punjab Cricket Association IS Bindra Stadium, Mohali",4:00 PM
IPL 2014,"MUMBAI INDIANS vs RAJASTHAN ROYALS, 56th Match",,"Wankhede Stadium, Mumbai",8:00 PM
IPL 2014,"PUNJAB KINGS vs KOLKATA KNIGHT RIDERS, Qualifier 1","May 28, Wed","Eden Gardens, Kolkata",4:00 PM
IPL 2014,"CHENNAI SUPER KINGS vs MUMBAI INDIANS, Eliminator",,"Brabourne Stadium, Mumbai",8:00 PM
IPL 2014,"PUNJAB KINGS vs CHENNAI SUPER KINGS, Qualifier 2","May 30, Fri","Wankhede Stadium, Mumbai",8:00 PM
IPL 2014,"KOLKATA KNIGHT RIDERS vs PUNJAB KINGS, Final","Jun 01, Sun","M.Chinnaswamy Stadium, Bengaluru",8:00 PM
IPL 2014,The Times of India,N/A,N/A,N/A
IPL 2014,The Times of India,N/A,N/A,N/A
IPL 2015,N/A,ALL,N/A,N/A
IPL 2015,N/A,N/A,N/A,N/A
IPL 2015,N/A,N/A,60 T20s . Apr 08 - May 24,N/A
IPL 2015,"KOLKATA KNIGHT RIDERS vs MUMBAI INDIANS, 1st Match",,"Eden Gardens, Kolkata",8:00 PM
IPL 2015,N/A,N/A,N/A,N/A
IPL 2015,"KOLKATA KNIGHT RIDERS vs MUMBAI INDIANS, 1st Match","Apr 08, Wed","Eden Gardens, Kolkata",8:00 PM
IPL 2015,"CHENNAI SUPER KINGS vs DELHI CAPITALS, 2nd Match","Apr 09, Thu","MA Chidambaram Stadium, Chennai",8:00 PM
IPL 2015,"PUNJAB KINGS vs RAJASTHAN ROYALS, 3rd Match","Apr 10, Fri","Maharashtra Cricket Association Stadium, Pune",8:00 PM
IPL 2015,"CHENNAI SUPER KINGS vs SUNRISERS HYDERABAD, 4th Match","Apr 11, Sat","MA Chidambaram Stadium, Chennai",4:00 PM
IPL 2015,"KOLKATA KNIGHT RIDERS vs ROYAL CHALLENGERS BENGALURU, 5th Match",,"Eden Gardens, Kolkata",8:00 PM
IPL 2015,"DELHI CAPITALS vs RAJASTHAN ROYALS, 6th Match","Apr 12, Sun","Arun Jaitley Stadium, Delhi",4:00 PM
IPL 2015,"MUMBAI INDIANS vs PUNJAB KINGS, 7th Match",,"Wankhede Stadium, Mumbai",8:00 PM
IPL 2015,"ROYAL CHALLENGERS BENGALURU vs SUNRISERS HYDERABAD, 8th Match","Apr 13, Mon","M.Chinnaswamy Stadium, Bengaluru",8:00 PM
IPL 2015,"RAJASTHAN ROYALS vs MUMBAI INDIANS, 9th Match","Apr 14, Tue","Narendra Modi Stadium, Ahmedabad",8:00 PM
IPL 2015,"PUNJAB KINGS vs DELHI CAPITALS, 10th Match","Apr 15, Wed","Maharashtra Cricket Association Stadium, Pune",8:00 PM
IPL 2015,"SUNRISERS HYDERABAD vs RAJASTHAN ROYALS, 11th Match","Apr 16, Thu","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",8:00 PM
IPL 2015,"MUMBAI INDIANS vs CHENNAI SUPER KINGS, 12th Match","Apr 17, Fri","Wankhede Stadium, Mumbai",8:00 PM
IPL 2015,"SUNRISERS HYDERABAD vs DELHI CAPITALS, 13th Match","Apr 18, Sat","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",4:00 PM
IPL 2015,"PUNJAB KINGS vs KOLKATA KNIGHT RIDERS, 14th Match",,"Maharashtra Cricket Association Stadium, Pune",8:00 PM
IPL 2015,"RAJASTHAN ROYALS vs CHENNAI SUPER KINGS, 15th Match","Apr 19, Sun","Narendra Modi Stadium, Ahmedabad",4:00 PM
IPL 2015,"ROYAL CHALLENGERS BENGALURU vs MUMBAI INDIANS, 16th Match",,"M.Chinnaswamy Stadium, Bengaluru",8:00 PM
IPL 2015,"DELHI CAPITALS vs KOLKATA KNIGHT RIDERS, 17th Match","Apr 20, Mon","Arun Jaitley Stadium, Delhi",8:00 PM
IPL 2015,"RAJASTHAN ROYALS vs PUNJAB KINGS, 18th Match","Apr 21, Tue","Narendra Modi Stadium, Ahmedabad",8:00 PM
IPL 2015,"SUNRISERS HYDERABAD vs KOLKATA KNIGHT RIDERS, 19th Match","Apr 22, Wed","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",4:00 PM
IPL 2015,"ROYAL CHALLENGERS BENGALURU vs CHENNAI SUPER KINGS, 20th Match",,"M.Chinnaswamy Stadium, Bengaluru",8:00 PM
IPL 2015,"DELHI CAPITALS vs MUMBAI INDIANS, 21st Match","Apr 23, Thu","Arun Jaitley Stadium, Delhi",8:00 PM
IPL 2015,"RAJASTHAN ROYALS vs ROYAL CHALLENGERS BENGALURU, 22nd Match","Apr 24, Fri","Narendra Modi Stadium, Ahmedabad",8:00 PM
IPL 2015,"MUMBAI INDIANS vs SUNRISERS HYDERABAD, 23rd Match","Apr 25, Sat","Wankhede Stadium, Mumbai",4:00 PM
IPL 2015,"CHENNAI SUPER KINGS vs PUNJAB KINGS, 24th Match",,"MA Chidambaram Stadium, Chennai",8:00 PM
IPL 2015,"KOLKATA KNIGHT RIDERS vs RAJASTHAN ROYALS, 25th Match","Apr 26, Sun","Eden Gardens, Kolkata",4:00 PM
IPL 2015,"DELHI CAPITALS vs ROYAL CHALLENGERS BENGALURU, 26th Match",,"Arun Jaitley Stadium, Delhi",8:00 PM
IPL 2015,"PUNJAB KINGS vs SUNRISERS HYDERABAD, 27th Match","Apr 27, Mon","Punjab Cricket Association IS Bindra Stadium, Mohali",8:00 PM
IPL 2015,"CHENNAI SUPER KINGS vs KOLKATA KNIGHT RIDERS, 28th Match","Apr 28, Tue","MA Chidambaram Stadium, Chennai",8:00 PM
IPL 2015,"ROYAL CHALLENGERS BENGALURU vs RAJASTHAN ROYALS, 29th Match","Apr 29, Wed","M.Chinnaswamy Stadium, Bengaluru",8:00 PM
IPL 2015,"KOLKATA KNIGHT RIDERS vs CHENNAI SUPER KINGS, 30th Match","Apr 30, Thu","Eden Gardens, Kolkata",8:00 PM
IPL 2015,"DELHI CAPITALS vs PUNJAB KINGS, 31st Match","May 01, Fri","Arun Jaitley Stadium, Delhi",4:00 PM
IPL 2015,"MUMBAI INDIANS vs RAJASTHAN ROYALS, 32nd Match",,"Wankhede Stadium, Mumbai",8:00 PM
IPL 2015,"ROYAL CHALLENGERS BENGALURU vs KOLKATA KNIGHT RIDERS, 33rd Match","May 02, Sat","M.Chinnaswamy Stadium, Bengaluru",4:00 PM
IPL 2015,"SUNRISERS HYDERABAD vs CHENNAI SUPER KINGS, 34th Match",,"Rajiv Gandhi International Stadium, Hyderabad",8:00 PM
IPL 2015,"PUNJAB KINGS vs MUMBAI INDIANS, 35th Match","May 03, Sun","Punjab Cricket Association IS Bindra Stadium, Mohali",4:00 PM
IPL 2015,"RAJASTHAN ROYALS vs DELHI CAPITALS, 36th Match",,"Brabourne Stadium, Mumbai",8:00 PM
IPL 2015,"CHENNAI SUPER KINGS vs ROYAL CHALLENGERS BENGALURU, 37th Match","May 04, Mon","MA Chidambaram Stadium, Chennai",4:00 PM
IPL 2015,"KOLKATA KNIGHT RIDERS vs SUNRISERS HYDERABAD, 38th Match",,"Eden Gardens, Kolkata",8:00 PM
IPL 2015,"MUMBAI INDIANS vs DELHI CAPITALS, 39th Match","May 05, Tue","Wankhede Stadium, Mumbai",8:00 PM
IPL 2015,"ROYAL CHALLENGERS BENGALURU vs PUNJAB KINGS, 40th Match","May 06, Wed","M.Chinnaswamy Stadium, Bengaluru",8:00 PM
IPL 2015,"RAJASTHAN ROYALS vs SUNRISERS HYDERABAD, 41st Match","May 07, Thu","Brabourne Stadium, Mumbai",4:00 PM
IPL 2015,"KOLKATA KNIGHT RIDERS vs DELHI CAPITALS, 42nd Match",,"Eden Gardens, Kolkata",8:00 PM
IPL 2015,"CHENNAI SUPER KINGS vs MUMBAI INDIANS, 43rd Match","May 08, Fri","MA Chidambaram Stadium, Chennai",8:00 PM
IPL 2015,"KOLKATA KNIGHT RIDERS vs PUNJAB KINGS, 44th Match","May 09, Sat","Eden Gardens, Kolkata",4:00 PM
IPL 2015,"DELHI CAPITALS vs SUNRISERS HYDERABAD, 45th Match",,"Shaheed Veer Narayan Singh International Stadium, Raipur",8:00 PM
IPL 2015,"MUMBAI INDIANS vs ROYAL CHALLENGERS BENGALURU, 46th Match","May 10, Sun","Wankhede Stadium, Mumbai",4:00 PM
IPL 2015,"CHENNAI SUPER KINGS vs RAJASTHAN ROYALS, 47th Match",,"MA Chidambaram Stadium, Chennai",8:00 PM
IPL 2015,"SUNRISERS HYDERABAD vs PUNJAB KINGS, 48th Match","May 11, Mon","Rajiv Gandhi International Stadium, Hyderabad",8:00 PM
IPL 2015,"DELHI CAPITALS vs CHENNAI SUPER KINGS, 49th Match","May 12, Tue","Shaheed Veer Narayan Singh International Stadium, Raipur",8:00 PM
IPL 2015,"PUNJAB KINGS vs ROYAL CHALLENGERS BENGALURU, 50th Match","May 13, Wed","Punjab Cricket Association IS Bindra Stadium, Mohali",8:00 PM
IPL 2015,"MUMBAI INDIANS vs KOLKATA KNIGHT RIDERS, 51st Match","May 14, Thu","Wankhede Stadium, Mumbai",8:00 PM
IPL 2015,"SUNRISERS HYDERABAD vs ROYAL CHALLENGERS BENGALURU, 52nd Match","May 15, Fri","Rajiv Gandhi International Stadium, Hyderabad",8:00 PM
IPL 2015,"PUNJAB KINGS vs CHENNAI SUPER KINGS, 53rd Match","May 16, Sat","Punjab Cricket Association IS Bindra Stadium, Mohali",4:00 PM
IPL 2015,"RAJASTHAN ROYALS vs KOLKATA KNIGHT RIDERS, 54th Match",,"Brabourne Stadium, Mumbai",8:00 PM
IPL 2015,"ROYAL CHALLENGERS BENGALURU vs DELHI CAPITALS, 55th Match","May 17, Sun","M.Chinnaswamy Stadium, Bengaluru",4:00 PM
IPL 2015,"SUNRISERS HYDERABAD vs MUMBAI INDIANS, 56th Match",,"Rajiv Gandhi International Stadium, Hyderabad",8:00 PM
IPL 2015,"CHENNAI SUPER KINGS vs MUMBAI INDIANS, Qualifier 1","May 19, Tue","Wankhede Stadium, Mumbai",8:00 PM
IPL 2015,"ROYAL CHALLENGERS BENGALURU vs RAJASTHAN ROYALS, Eliminator","May 20, Wed","Maharashtra Cricket Association Stadium, Pune",8:00 PM
IPL 2015,"CHENNAI SUPER KINGS vs ROYAL CHALLENGERS BENGALURU, Qualifier 2","May 22, Fri","JSCA International Stadium Complex, Ranchi",8:00 PM
IPL 2015,"MUMBAI INDIANS vs CHENNAI SUPER KINGS, Final","May 24, Sun","Eden Gardens, Kolkata",8:00 PM
IPL 2015,The Times of India,N/A,N/A,N/A
IPL 2015,The Times of India,N/A,N/A,N/A
IPL 2016,N/A,ALL,N/A,N/A
IPL 2016,N/A,N/A,N/A,N/A
IPL 2016,N/A,N/A,60 T20s . Apr 09 - May 29,N/A
